siruta,link_harta,cod_LMI,cod_RAN,nume,judet,uat,localitate,punct,reper,categorie,tip,data_modif,bibliografie,y_field,x_field
56363,http://bit.ly/2KYSuEl,CJ-I-s-A-06989,56363.02,Situl arheologic de la Căianu - Dijmaşi,Cluj,Căianu,Căianu,Dijmaşi,"Situl se află la cca. 50 m de hotarul Căianului Mic cu Suatu, în faţa ultimei case din Căian (la Ion Brumaru).",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 829, 176-179 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 78 [Repertoriu] (sursa fişei de sit)
 
",46.79437,23.91998
56309,http://bit.ly/2KYSvbn,CJ-I-s-B-07008,56309.02,Situl arheologic de la Ciumăfaia - Dealul Dombor,Cluj,Borşa,Ciumăfaia,Dealul Dombor,"Situl se află în imediata apropiere, la N de sat, pe terasa superioară a ""Dealului Dombor"", la confluenţa Văii Chidea cu Valea Borşei.",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 831, 216-218 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 114 [Repertoriu] (sursa fişei de sit)
 
",46.95012,23.61687
56103,http://bit.ly/30DzyQM,CJ-I-s-A-06970,56103.01,Aşezarea hallstattiană de la Bobâlna - Dealul Bobâlna,Cluj,Bobâlna,Bobâlna,Dealul Bobâlna (Babdii),"Aşezarea se află pe coastele de N şi V ale dealului ""Bobâlna"".",locuire civilă,aşezare fortificată,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 132 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 824, 125 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 55 [Repertoriu] (sursa fişei de sit)
 
",47.14353,23.64646
56309,http://bit.ly/2KWLLut,CJ-I-s-B-07007,56309.01,Aşezările preistorice de la Ciumăfaia - La Măzărişte,Cluj,Borşa,Ciumăfaia,La Măzărişte (Haţold),Aşezările au fost identificate la E de sat.,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 288 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 831, 215 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 113 [Repertoriu] (sursa fişei de sit)
 
",46.95039,23.63711
55847,http://bit.ly/30BCuNY,CJ-I-s-A-06949,55847.01,Situl arheologic de la Baciu - Gura Baciului,Cluj,Baciu,Baciu,Gura Baciului,"Situl se află în apropierea satului, la S de ""Chişegheu"".",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 820, 66-68 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 39-42 [Repertoriu] (sursa fişei de sit)
 
",46.7802,23.51229
55847,http://bit.ly/30BCvS2,CJ-I-s-B-06953,55847.06,Aşezarea romană de la Baciu - Coasta Mănăşturului,Cluj,Baciu,Baciu,Coasta Mănăşturului,Aşezarea romană se află la 1 km SE de sat.,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, 821, 79 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 42 [Repertoriu] (sursa fişei de sit)
 
",46.79401,23.52179
55847,http://bit.ly/2KYCiTG,CJ-I-s-B-06955,55847.08,Aşezarea rurală medievală de la Baciu - Sântioara,Cluj,Baciu,Baciu,Sântioara,"Aşezarea se află pe dealul de la N de sat, pe panta sa de E.",locuire civilă,aşezare rurală,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 821, 83 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 43 [Repertoriu] (sursa fişei de sit)
 
",46.79401,23.52179
55696,http://bit.ly/30BCygG,CJ-I-s-A-06944,55696.05,Aşezarea rurală romană de la Apahida - Tarcea Mică,Cluj,Apahida,Apahida,Tarcea Mică,Aşezarea se află la N de sat.,locuire civilă,aşezare rurală,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, 819, 57 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.,  Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 32 [Repertoriu] (sursa fişei de sit)
 
",46.81945,23.74083
55785,http://bit.ly/2KYXl8F,CJ-I-s-A-06948,55785.01,Cetatea de pământ de la Aşchileu Mare - Dealul Grecea,Cluj,Aşchileu,Ăşchileu Mare,Dealul Grecea,Cetatea de pământ se observă la hotarul cu satele Sormeni şi Babuţiu.,locuire,cetate de pământ,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, 820, 63-65 [Ordin MCC] (sursa fişei de sit)
 
",46.9827,23.48982
55712,http://bit.ly/2KZSfZT,CJ-I-s-B-06997,55712.01,Tumuli de la Câmpeneşti - Măgheruş,Cluj,Apahida,Câmpeneşti,Măgheruş,Tumulii se găsesc la V de sat.,descoperire funerară,tumul,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 830, 195 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 115 [Repertoriu] (sursa fişei de sit)
 
",46.84935,23.68131
55730,http://bit.ly/30BCzRM,CJ-I-s-B-07035,55730.01,Aşezarea preistorică de la Dezmir - Butin,Cluj,Apahida,Dezmir,Butin (Ciuha),Aşezarea se află la circa 900 m SV de gara Apahia.,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 371 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 836, 273-275 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 185-186 [Repertoriu] (sursa fişei de sit)
 
",46.77173,23.72674
55730,http://bit.ly/2KV67nU,CJ-I-s-A-07036,55730.02,Situl arheologic de la Dezmir - Tăuşor,Cluj,Apahida,Dezmir,Tăuşor,lipsa reper,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 836, 276-278 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 185 [Repertoriu] (sursa fişei de sit)
 
",46.76884,23.7141
55605,http://bit.ly/30HmB8U,lipsa cod,55605.11,Aşezarea de la Aiton - La Cânepi,Cluj,Aiton,Aiton,La Cânepi,Aşezarea se află la SE de sat.,locuire civilă,aşezare,10.12.2014,"1. Crişan, Ion Horaţiu; Bărbulescu, Mihai; Chirilă, Eugen; Vasiliev, Valentin; Winkler, Iuditha, Repertoriul arheologic al judeţului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis 5, Cluj-Napoca, 1992, 23 [Repertoriu] (sursa fişei de sit)
 
",46.68289,23.73864
55696,http://bit.ly/2KUVd1A,CJ-I-s-A-06945,55696.03,Aşezarea rurală romană de la Apahida - Dealul Pădurice,Cluj,Apahida,Apahida,Dealul Pădurice,Aşezarea se află la NE de sat.,locuire civilă,aşezare rurală,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 819, 58 [Ordin MCC] (sursa fişei de sit)
 
",46.81583,23.76195
55605,http://bit.ly/30BCDku,CJ-I-s-A-06939,55605.18,Situl arheologic de la Aiton - Între pâraie,Cluj,Aiton,Aiton,Între pâraie,"Punctul ""Între pâraie"".",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, nr.12 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, poz. 45-48, p. 818 [Ordin MCC] (sursa fişei de sit)
 
",46.66889,23.73555
55696,http://bit.ly/30D9p4O,CJ-I-s-B-06942,55696.02,Situl arheologic de la Apahida - După deal la tău,Cluj,Apahida,Apahida,"După deal la tău (Cocor, Dărăuş, Râul satului)","Situl se află la S de comună, pe versantul ""După deal al tău"".",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 36 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 819, 51-53 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 32 [Repertoriu] (sursa fişei de sit)
 
",46.80382,23.74847
55605,http://bit.ly/30BD1PY,lipsa cod,55605.07,Fragmente ceramice preistorice de la Aiton - Lab,Cluj,Aiton,Aiton,Lab,Fragmente descoperite la 1 km SE de sat.,descoperire izolată,obiect izolat,10.12.2014,"1. Blăjan, Mihai; Cerghi, T., Sargetia, 13, 1977, 140-142 [Ilustraţie]
2. Blăjan, Mihai; Tatai-Baltă, C., Apulum, 16, 1978, 13 [Publicaţie]
3. Crişan, Ion Horaţiu; Bărbulescu, Mihai; Chirilă, Eugen; Vasiliev, Valentin; Winkler, Iuditha, Repertoriul arheologic al judeţului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis 5, Cluj-Napoca, 1992, 22 [Repertoriu] (sursa fişei de sit)
 
",46.68289,23.73864
55605,http://bit.ly/2KY25eH,lipsa cod,55605.08,Fragmente ceramice Coţofeni de la Aiton - Podul cu Acăţi,Cluj,Aiton,Aiton,Podul cu Acăţi,"În vecinătatea ""Podului cu Acăţi"".",descoperire izolată,obiect izolat,10.12.2014,"1. Blăjan, Mihai; Tatai-Baltă, C., Apulum, 16, 1978, p. 33 [Publicaţie]
2. Crişan, Ion Horaţiu; Bărbulescu, Mihai; Chirilă, Eugen; Vasiliev, Valentin; Winkler, Iuditha, Repertoriul arheologic al judeţului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis 5, Cluj, 1992, 1992, 22 [Repertoriu] (sursa fişei de sit)
 
",46.68289,23.73864
55605,http://bit.ly/2KXaLlv,lipsa cod,55605.10,Posibilă aşezarea romană de la Aiton - Podul de Piatră,Cluj,Aiton,Aiton,Podul de Piatră,Aşezarea se află spre V de sat.,locuire civilă,aşezare,10.12.2014,"1. Roşka, M., Dolgozatok Cluj, 6, 1915, 48-50 [Publicaţie]
2. TIR, 50, 34, 26 [Publicaţie]
3. Dumitru, Tudor, Oraşe, târguri şi sate în Dacia romană, Bucureşti, 1968, 218-219 [Publicaţie]
4. Macrea, Mihai, Viaţa în Dacia Romană, Bucureşti, 1969, 294 [Publicaţie]
5. Mitrofan, Ioan, ActaMN, 10, 1973, 150 [Publicaţie]
6. Blăjan, Mihai; Cerghi, T., Sargetia, 13, 1977, 140 [Ilustraţie]
7. Crişan, Ion Horaţiu; Bărbulescu, Mihai; Chirilă, Eugen; Vasiliev, Valentin; Winkler, Iuditha, Repertoriul arheologic al judeţului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis 5, Cluj-Napoca, 1992, 23 [Repertoriu] (sursa fişei de sit)
 
",46.68289,23.73864
55605,http://bit.ly/30BZ5tR,CJ-I-s-B-06940,55605.04,Vestigiile drumului Napoca - Potaissa de la Aiton - La cruce,Cluj,Aiton,Aiton,La cruce,"Vestigiile drumului roman au fost observate în vatra satului, în curtea casei nr. 130, în curtea şcolii.",construcţie,drum,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, 818, 49 [Ordin MCC] (sursa fişei de sit)
 
",46.68289,23.73864
55419,http://bit.ly/30CrzU3,CJ-I-s-A-07072,55419.01,Aşezarea fortificată preistorică de la Hăşdate - Dealul Coasta,Cluj,Municipiul Gherla,Hăşdate,Dealul Coasta,"Aşezarea se află la V de oraş, la poalele dealului Coasta.",locuire civilă,aşezare fortificată,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 484 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 842, 349-352 [Ordin MCC] (sursa fişei de sit)
 
",47.00933,23.88374
55482,http://bit.ly/30BCHAK,CJ-I-s-B-06934,55482.06,Cetatea de pământ de la Aghireşu - Dealul Tucas,Cluj,Aghireşu,Aghireşu,Dealul Tucas (Ludia),lipsa reper,locuire,cetate de pământ,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, 817, 35 [Ordin MCC] (sursa fişei de sit)
 
",46.8715,23.23905
55400,http://bit.ly/30ACM7F,CJ-I-s-B-06967,55400.03,Situl arheologic de la Băiţa - Bumaş,Cluj,Municipiul Gherla,Băiţa,Bumaş,lipsa reper,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 824, 116-122 [Ordin MCC] (sursa fişei de sit)
 
",47.02613,23.87076
55464,http://bit.ly/2KZSggp,CJ-I-s-A-06969,55464.01,Vestigii medievale de la Bicălatu - Cetatea lupilor,Cluj,Oraş Huedin,Bicălatu,Cetatea lupilor,"Vestigiile au fost identificate pe platoul ""Cetatea Lupilor"", situat la 1,8 km NV de Bicălatu.",neprecizată,neprecizat,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 824, 1240 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 55 [Repertoriu] (sursa fişei de sit)
 
",46.93712,23.43478
55400,http://bit.ly/30wrXDH,CJ-I-s-A-06966,55400.02,Aşezarea din epoca bronzului de la Băiţa - Dealul Sarazia,Cluj,Municipiul Gherla,Băiţa,Dealul Sarazia,"Aşezarea a fost identificată pe dealul ""Sarazaia"".",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, 824, 115 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 53 [Repertoriu] (sursa fişei de sit)
 
",47.03166,23.87587
55393,http://bit.ly/2KXyzpt,CJ-I-s-B-07060,55393.05,Situl arheologic de la Gherla - Lunca,Cluj,Municipiul Gherla,Gherla,Lunca,"Situl se află la N de oraş, pe o terasă a Someşului Mic, înaltă de 21 m.",locuire,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 456 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 840, 326-330 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 212, 110 [Repertoriu] (sursa fişei de sit)
 
",47.04999,23.925
55339,http://bit.ly/2KZSeFj,lipsa cod,55339.05,Situl arheologic de la Copăceni - La Moară,Cluj,Sănduleşti,Copăceni,La Moară,lipsa reper,locuire,locuire,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Cronica cercetărilor arheologice din România. Campania 1994, CIMEC-Institutul de Memorie Culturală, Bucureşti, 1995, 
3. Cronica cercetărilor arheologice din România. Campania 1995, CIMEC-Institutul de Memorie Culturală, Bucureşti, 1996, 
4. Cronica cercetărilor arheologice din România. Campania 1996, CIMEC-Institutul de Memorie Culturală, Bucureşti, 1997, 
 
",46.59649,23.74096
55017,http://bit.ly/2KYSzYF,CJ-I-s-A-07029,55017.02,Fortificaţia de la Dej - Cziczhegy,Cluj,Municipiul Dej,Dej,Cziczhegy,Urmele fortificaţiei pot fi observate pe pantele dealului.,construcţie defensivă,fortificaţie,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 364 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 835, 261 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 179 [Repertoriu] (sursa fişei de sit)
 
",47.16832,23.84284
